,_id,benford_compliance.budget,benford_compliance.transaction,doc_size.avg,doc_size.max,doc_size.min,missing_data.@default-currency,missing_data.@xml:lang,missing_data.activity-date,missing_data.budget,missing_data.description,missing_data.document-link,missing_data.participating-org,missing_data.result,missing_data.title,missing_data.transaction,organization_id,records,relative_size.budget,relative_size.description,relative_size.document-link,relative_size.participating-org,relative_size.result,relative_size.title,relative_size.transaction,title_description_similarity,completeness,compliance,distance,organization_id.score,utility,grade,relative_size.other
64,578055ea370d935726735fc3,0.0,0.3032483952538417,3286.8883485703172,3768,2382,0.0,0.0,0.002334176230305388,1.0,0.0,0.0,0.0,1.0,0.0,0.0,US-EIN-300108263,10282,0.0,0.129768873781466,0.061978256227102686,0.07890407068696026,0.0,0.026200975656618688,0.19819064205729858,0.0,79.97665823769695,75.0,81.78162818372925,US-EIN-300108263,89.68521763521477,B,0.5049571815905538
65,578055fd370d935726735fc4,0.0,0.2916666666666667,2137.8055555555557,6220,1251,0.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.0,1.0,0.027777777777777776,0.0,GB-CHC-1043943,36,0.0,0.23134967688591906,0.0,0.11680196121684262,0.0,0.05759888181344683,0.21708264341799893,0.2268163812340277,68.8888888888889,75.0,71.34582214431732,GB-CHC-1043943,70.0,C,0.37716683666579254
66,57805611370d935726735fc5,0.4142561983471074,0.48140495867768596,9094.286157024793,125177,4003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,41AAA,968,0.08974422883085192,0.15818267294508623,0.0,0.05324941059469022,0.0,0.016081180589348296,0.3364227089195082,0.0,80.0,100.0,83.58363489799954,41AAA,67.51793886284045,B,0.34631979812051505
67,57805624370d935726735fc6,0.0,0.0,12585.0,19151,6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PK-MSW-633-1965,2,0.006550714480294933,0.073695537903318,0.04266276645113564,0.050222144348927814,0.34090535402621136,0.025001893599792324,0.31771212041544006,0.0,100.0,50.0,82.86535263104035,PK-MSW-633-1965,90.0,B,0.14324946877487987
68,57805638370d935726735fc7,0.2768595041322314,0.26859504132231404,2044.1652892561983,4890,1546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05785123966942149,0.0,21032,242,0.07756996841235092,0.21951108176167786,0.0,0.09360442444664913,0.0,0.03691307433517911,0.10643109562999459,0.0,79.42148760330579,100.0,81.46118235724721,21032,60.0,B,0.46597035541414844
69,5780564b370d935726735fc8,0.0,0.4535098522167488,2820.6334256694367,30847,1229,0.0,0.0,0.0,1.0,0.0,1.0,0.16928285626346568,1.0,0.0,0.0,GB-COH-871954,3249,0.0,0.035251796248753624,0.0,0.03285833984052237,0.0,0.032291086168009554,0.4619284724291232,0.8303372302532711,68.30717143736534,75.0,65.29642580768011,GB-COH-871954,50.0,D,0.4376703053135914
70,5780565f370d935726735fc9,0.32,0.0,10377.96,14876,7689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,1.0,FI-PRO-1498487-2,25,0.04702976305369913,0.6212779838838685,0.036172583619886234,0.07973956356146863,0.0037573964497041416,0.010037465408638471,0.0,0.16733025847216904,80.4,75.0,82.03487063438328,FI-PRO-1498487-2,90.0,B,0.20198524402273488
71,57805672370d935726735fca,0.2866638969671791,0.46137873754152825,7423.287671232877,44493,1908,0.0,0.0,0.0,0.0008302200083022001,0.0,0.9950186799501868,0.0,1.0,0.0,0.00041511000415110004,GB-CHC-202918,2409,0.0539139638774786,0.11950859783528793,0.00011465494404171759,0.057312841340251316,0.0,0.02197697681610229,0.48226237784596976,0.0,80.0373599003736,100.0,77.94339104240497,GB-CHC-202918,42.656038748878636,C,0.26491058734086836
72,57805685370d935726735fcb,0.0,1.0,38393.0,38393,38393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-261488,2,0.019560857447972285,0.014950642044122626,0.03284452895058995,0.009767405516630636,0.0,0.00419347276847342,0.8438256973927539,0.25379758482904513,90.0,75.0,78.79297769048542,GB-CHC-261488,70.0,C,0.07485739587945717
73,57805699370d935726735fcc,0.5,1.0,14765.0,16969,12561,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,NL-KVK-34214586,2,0.020766620469104113,0.039991743468255375,0.008279804349107196,0.21563601494586787,0.413899151456116,0.01405949855154134,0.14117701644028294,0.0,95.0,100.0,86.84276980075352,NL-KVK-34214586,60.0,B,0.14619015031972515
74,578056ac370d935726735fcd,0.5,0.0,12338.0,40330,2479,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.75,GB-COH-00637978,4,0.06309699647271536,0.11362131897358002,0.06559732329285081,0.05330700908746746,0.0,0.04017912818788315,0.22724398710637242,0.0,80.0,75.0,80.91381489451331,GB-COH-00637978,87.27047795417815,B,0.4369542368791308
75,578056bf370d935726735fce,0.75,0.5,12197.75,17272,7507,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-265464,4,0.06578143195375034,0.03621054213601093,0.09746812356131264,0.05389881134686009,0.0,0.01685668789524876,0.5819077720323594,0.1985322705021618,85.0,100.0,76.72905380886552,GB-CHC-265464,20.905575696721286,C,0.1478766310744578
76,578056d3370d935726735fcf,0.0,0.0,9502.0,17541,1463,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,MZ-MOJ-F2G1No4,2,0.0,0.0,0.034837801938339324,0.08379520407280933,0.0,0.0015107462516390172,0.4387720198392338,0.0,60.0,50.0,54.906418814093335,MZ-MOJ-F2G1No4,54.259971258432,F,0.4410842278979785
77,578056e7370d935726735fd0,0.5,0.5,21300.5,22817,19784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-218186,2,0.028497771328516004,0.0240593490115742,0.015481958404925805,0.021120814176460286,0.0,0.009433619293834251,0.781267084743126,0.0,90.0,100.0,85.04900548115383,GB-CHC-218186,60.0,B,0.12013940304156345
78,578056fa370d935726735fd1,1.0,0.0,18953.0,18953,18953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GB-CHC-289036,3,0.012821189257637313,0.022265604389806362,0.013348810214741729,0.02163245924128106,0.0,0.01171318524771804,0.812905608610774,0.0,90.0,75.0,75.99342076785332,GB-CHC-289036,60.0,C,0.10531314303804151
